floor,number_of_storeys,ceiling_height,target_price,total_area,living_area,kitchen_area,district,near_the_subway,number_of_rooms,house_type,bathroom,balcony,year_built
1.0,9.0,2.5,67000.0,51.87,30.88,9.68,Moskovsky,Yes,2,frame-block,separate,Loggia,2021.0
15.0,16.0,2.7,43000.0,37.79,25.0,8.2,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
1.0,9.0,2.7,66000.0,67.15,47.52,7.0,Leninsky,No,3,panel,separate,Loggia,1974.0
9.0,9.0,2.54,58000.0,41.9,24.35,7.0,Sovetsky,Yes,2,panel,separate,Loggia,1977.0
6.0,25.0,2.7,61000.0,57.18,35.0,5.0,Oktyabrsky,Yes,3,frame-block,combined,Two balconies,2021.0
3.0,25.0,2.7,61000.0,57.18,35.0,5.0,Oktyabrsky,Yes,3,frame-block,combined,Two balconies,2021.0
18.0,25.0,2.7,36000.0,29.1,15.57,7.95,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
3.0,25.0,2.7,61000.0,57.18,35.0,5.0,Oktyabrsky,Yes,3,frame-block,combined,Two balconies,2021.0
5.0,16.0,2.7,37000.0,30.56,16.0,8.2,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
11.0,16.0,2.7,74000.0,64.91,43.37,9.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
1.0,4.0,2.5,55000.0,41.5,26.0,6.0,Moskovsky,Yes,2,block-rooms,combined,Without,1961.0
1.0,9.0,2.5,87000.0,75.92,41.3,12.64,Moskovsky,Yes,3,frame-block,separate,Loggia,2021.0
5.0,16.0,2.7,51000.0,43.08,28.13,6.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
1.0,9.0,2.45,66000.0,67.15,47.52,7.03,Leninsky,No,3,panel,separate,Loggia,1974.0
6.0,7.0,2.72,195000.0,103.2,55.0,14.9,Tsentralny,Yes,3,brick,separate,Loggia,2006.0
9.0,16.0,2.7,41000.0,33.99,16.06,5.99,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
7.0,7.0,2.7,133000.0,76.2,38.8,13.8,Tsentralny,Yes,2,brick,separate,Balcony,2006.0
15.0,16.0,2.7,36000.0,30.4,16.0,8.1,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2013.0
5.0,9.0,2.54,124000.0,82.6,52.0,10.2,Moskovsky,Yes,3,panel,separate,Loggia,2010.0
15.0,16.0,2.7,36000.0,29.63,17.64,4.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
3.0,10.0,2.54,98000.0,66.3,33.8,13.6,Frunzensky,Yes,2,silicate,combined,Loggia,2005.0
4.0,10.0,2.7,104000.0,81.4,41.8,11.8,Frunzensky,No,3,panel,2,Loggia,2008.0
16.0,16.0,3.0,33000.0,27.62,14.0,8.1,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
6.0,9.0,2.5,76000.0,67.63,41.22,8.44,Frunzensky,Yes,3,panel,separate,Two balconies,1977.0
5.0,12.0,2.51,55000.0,36.9,17.4,8.8,Moskovsky,No,1,panel,separate,Loggia,1992.0
4.0,9.0,2.5,43000.0,33.47,16.74,7.65,Frunzensky,No,1,panel,separate,Loggia,1975.0
8.0,16.0,2.52,79000.0,36.2,27.2,4.7,Tsentralny,No,1,brick,combined,Loggia,1998.0
8.0,16.0,2.52,79000.0,36.2,27.2,4.7,Tsentralny,No,1,brick,combined,Loggia,1998.0
8.0,14.0,2.7,74000.0,41.8,19.5,12.5,Moskovsky,Yes,1,frame-block,combined,Loggia,2014.0
4.0,9.0,2.5,49000.0,33.3,16.6,7.6,Frunzensky,No,1,panel,separate,Balcony,1975.0
16.0,25.0,2.7,110000.0,78.0,71.0,8.3,Pervomaisky,Yes,3,frame-block,combined,Loggia,2021.0
3.0,8.0,2.7,175000.0,126.2,86.6,12.2,Pervomaisky,Yes,4,brick,2,Balcony,1998.0
3.0,16.0,2.5,64000.0,46.7,19.5,9.9,Frunzensky,No,1,silicate,separate,Balcony,2007.0
10.0,10.0,2.64,73000.0,57.6,29.2,10.1,Oktyabrsky,Yes,2,panel,separate,Loggia,2012.0
11.0,18.0,2.7,74000.0,64.6,34.0,10.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
1.0,5.0,2.7,22000.0,57.8,15.3,6.1,Pervomaisky,No,1,panel,separate,Balcony,1965.0
1.0,12.0,2.66,69000.0,47.6,16.7,11.6,Pervomaisky,Yes,1,frame-block,separate,Loggia,2013.0
2.0,4.0,3.0,187000.0,312.0,126.5,19.8,Pervomaisky,Yes,6,silicate,more than 2,Loggia,2008.0
7.0,12.0,2.63,76000.0,51.87,29.32,8.78,Frunzensky,Yes,2,panel,separate,Loggia,1987.0
5.0,5.0,2.57,72000.0,46.9,32.9,5.9,Pervomaisky,Yes,2,panel,combined,Balcony,1962.0
1.0,25.0,3.0,61000.0,29.51,15.24,7.87,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
5.0,9.0,2.5,46000.0,33.59,16.78,7.11,Oktyabrsky,Yes,1,panel,separate,Loggia,1985.0
23.0,25.0,2.7,59000.0,29.5,22.3,2.2,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,4.0,2.5,54000.0,43.88,28.07,5.91,Zavodskoy,Yes,2,brick,combined,Balcony,1962.0
3.0,18.0,2.7,75000.0,64.7,34.0,11.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
5.0,19.0,2.63,72000.0,57.3,31.0,9.3,Moskovsky,Yes,2,panel,separate,Loggia,2001.0
4.0,9.0,2.7,57000.0,47.1,27.3,7.7,Leninsky,No,2,brick,separate,Balcony,1982.0
3.0,25.0,2.7,41000.0,30.05,15.67,8.13,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
1.0,25.0,3.0,44000.0,28.7,15.15,7.87,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
4.0,4.0,2.7,117000.0,60.1,30.6,10.2,Tsentralny,Yes,2,brick,separate,Balcony,1957.0
2.0,4.0,2.51,51000.0,42.2,29.5,5.7,Moskovsky,Yes,2,silicate,combined,Balcony,1963.0
1.0,1.0,2.7,65000.0,57.4,32.2,7.0,Moskovsky,Yes,2,brick,combined,Loggia,1958.0
5.0,12.0,2.69,93000.0,67.58,39.05,8.69,Tsentralny,Yes,3,panel,separate,Two balconies,1984.0
2.0,25.0,2.7,78000.0,74.87,38.0,6.0,Oktyabrsky,Yes,3,frame-block,2,Loggia,2021.0
1.0,2.0,3.0,88000.0,77.0,52.3,7.1,Frunzensky,No,3,brick,separate,Without,1954.0
7.0,10.0,2.54,104000.0,71.7,41.7,8.8,Sovetsky,No,3,panel,combined,Loggia,2000.0
4.0,8.0,2.7,78000.0,43.6,15.6,9.1,Sovetsky,No,1,frame-block,separate,Loggia,2018.0
7.0,9.0,2.53,39000.0,33.83,16.93,7.1,Partizansky,No,1,panel,separate,Without,1984.0
1.0,5.0,2.5,53000.0,44.5,32.8,5.8,Pervomaisky,No,2,panel,combined,Without,1963.0
7.0,16.0,2.7,73000.0,72.26,50.0,5.0,Oktyabrsky,Yes,4,frame-block,2,Loggia,2021.0
10.0,10.0,2.5,75000.0,55.9,30.3,9.0,Partizansky,No,2,block-rooms,separate,Loggia,2017.0
6.0,9.0,2.5,56000.0,42.5,17.8,9.0,Partizansky,No,1,block-rooms,separate,Loggia,1999.0
9.0,12.0,2.64,65000.0,52.2,29.4,8.9,Frunzensky,No,2,panel,separate,Loggia,1993.0
4.0,18.0,2.7,128000.0,63.7,26.0,15.4,Partizansky,Yes,2,frame-block,separate,Loggia,2008.0
25.0,25.0,3.1,219000.0,109.0,92.6,43.0,Pervomaisky,Yes,3,frame-block,2,Two balconies,2020.0
9.0,16.0,2.7,73000.0,72.24,50.0,5.0,Oktyabrsky,Yes,4,frame-block,2,Loggia,2021.0
1.0,16.0,2.7,69000.0,56.8,36.9,12.0,Frunzensky,No,2,panel,separate,Loggia,2019.0
2.0,25.0,2.7,33000.0,29.3,15.67,8.13,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,9.0,2.5,62000.0,50.2,31.0,7.7,Frunzensky,Yes,2,panel,combined,Loggia,1975.0
3.0,9.0,2.7,74000.0,54.8,29.3,8.5,Frunzensky,Yes,2,frame-block,separate,Loggia,2003.0
18.0,18.0,3.0,74000.0,64.1,35.6,9.17,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
12.0,12.0,2.7,84000.0,79.0,51.5,7.2,Zavodskoy,No,3,brick,separate,Loggia,1992.0
6.0,9.0,2.7,76000.0,61.0,31.1,12.5,Frunzensky,Yes,2,panel,separate,Loggia,2012.0
24.0,25.0,2.7,42000.0,37.17,22.0,4.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
7.0,9.0,2.7,76000.0,65.74,43.64,7.26,Frunzensky,Yes,3,panel,separate,Loggia,1981.0
4.0,9.0,2.53,66000.0,49.3,28.6,7.2,Frunzensky,Yes,2,panel,separate,Loggia,1981.0
9.0,9.0,2.5,52000.0,30.0,15.5,5.5,Pervomaisky,No,1,brick,combined,Balcony,1967.0
8.0,18.0,2.7,75000.0,64.6,58.0,8.3,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
2.0,25.0,2.7,39000.0,34.07,18.0,5.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
7.0,18.0,2.7,76000.0,65.3,55.0,8.3,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
4.0,9.0,2.7,68000.0,77.2,48.4,7.1,Zavodskoy,Yes,4,panel,separate,Loggia,1979.0
2.0,9.0,2.7,53000.0,49.0,30.0,7.0,Leninsky,No,2,panel,separate,Loggia,1980.0
16.0,23.0,2.7,38000.0,31.3,13.0,5.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,5.0,2.55,64000.0,45.5,33.6,5.8,Tsentralny,No,2,panel,combined,Balcony,1962.0
6.0,18.0,2.7,36000.0,30.3,29.0,6.5,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
3.0,5.0,2.56,38000.0,30.27,16.91,6.46,Zavodskoy,Yes,1,panel,combined,Balcony,1965.0
2.0,23.0,2.7,73000.0,63.6,34.0,11.0,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
2.0,5.0,2.7,72000.0,74.8,46.0,7.6,Oktyabrsky,No,4,silicate,separate,Balcony,1976.0
17.0,17.0,2.7,66000.0,60.5,50.0,9.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
7.0,10.0,2.54,79000.0,47.0,30.0,7.71,Oktyabrsky,Yes,2,brick,combined,Balcony,1966.0
2.0,4.0,2.9,19000.0,88.36,19.54,11.0,Zavodskoy,Yes,3,brick,separate,Without,1953.0
8.0,25.0,2.7,49000.0,45.32,32.0,8.0,Oktyabrsky,Yes,2,monolithic,combined,Loggia,2021.0
2.0,24.0,2.7,74000.0,63.9,34.0,11.0,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
4.0,16.0,2.7,33000.0,27.62,13.0,8.1,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2013.0
16.0,25.0,2.7,58000.0,55.71,31.0,6.53,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
3.0,9.0,2.52,108000.0,81.9,54.8,10.4,Tsentralny,No,3,frame-block,2,Balcony,2015.0
7.0,25.0,2.7,37000.0,29.6,14.0,4.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
5.0,9.0,2.7,74000.0,55.29,33.86,7.13,Frunzensky,Yes,3,brick,separate,Balcony,1969.0
3.0,16.0,2.7,88000.0,76.75,35.89,16.0,Oktyabrsky,Yes,4,frame-block,separate,Loggia,2021.0
3.0,25.0,2.7,57000.0,54.68,23.87,7.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
4.0,16.0,2.7,33000.0,27.62,20.0,4.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
1.0,5.0,2.52,93000.0,57.6,31.1,9.3,Oktyabrsky,No,2,panel,combined,Loggia,2016.0
5.0,6.0,2.7,254000.0,134.1,74.9,23.9,Tsentralny,No,4,brick,2,Two balconies,1996.0
3.0,4.0,2.7,199000.0,95.9,66.0,14.0,Leninsky,Yes,4,brick,combined,Balcony,1953.0
10.0,25.0,2.7,49000.0,45.32,28.9,5.08,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
2.0,24.0,2.7,74000.0,63.6,34.0,11.0,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
5.0,5.0,2.68,49000.0,42.31,25.3,5.33,Moskovsky,Yes,2,brick,separate,Balcony,1966.0
10.0,25.0,2.72,120000.0,64.0,31.2,12.5,Moskovsky,Yes,2,monolithic,separate,Two balconies,2014.0
16.0,25.0,2.7,63000.0,55.7,26.0,16.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
1.0,5.0,2.55,55000.0,32.9,20.0,5.8,Zavodskoy,Yes,1,brick,combined,Loggia,1969.0
5.0,6.0,2.7,685000.0,352.8,222.3,54.9,Tsentralny,Yes,5,silicate,2,Loggia,2008.0
8.0,9.0,2.55,89000.0,80.5,52.8,10.2,Zavodskoy,Yes,4,panel,separate,Balcony,2017.0
3.0,24.0,2.7,74000.0,63.9,40.0,9.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
2.0,12.0,2.7,62000.0,52.0,29.1,7.8,Moskovsky,No,2,panel,separate,Loggia,1992.0
12.0,25.0,2.7,38000.0,31.7,18.45,6.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
1.0,5.0,2.54,50000.0,40.05,23.33,6.47,Zavodskoy,No,2,brick,separate,Loggia,1977.0
18.0,25.0,2.7,38000.0,31.6,18.27,6.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
7.0,9.0,2.7,49000.0,35.2,17.0,7.1,Pervomaisky,Yes,1,frame-block,separate,Loggia,1988.0
3.0,25.0,2.7,44000.0,40.08,24.88,5.98,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
7.0,25.0,2.7,38000.0,31.4,18.13,6.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
3.0,25.0,2.7,39000.0,34.07,17.94,4.88,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
6.0,25.0,2.7,33000.0,27.99,12.89,6.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,25.0,2.7,56000.0,57.18,41.0,9.0,Oktyabrsky,Yes,3,monolithic,combined,Loggia,2021.0
1.0,9.0,2.7,66000.0,48.36,28.71,7.62,Frunzensky,No,2,panel,separate,Loggia,1975.0
1.0,4.0,2.5,63000.0,42.3,27.4,5.8,Moskovsky,Yes,2,block-rooms,combined,Without,1961.0
4.0,25.0,2.7,35000.0,30.93,13.73,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
1.0,5.0,2.52,45000.0,32.8,17.2,6.2,Zavodskoy,No,1,panel,separate,Without,1969.0
1.0,9.0,2.55,69000.0,61.4,35.8,9.0,Frunzensky,No,2,panel,separate,Loggia,2006.0
1.0,9.0,2.65,70000.0,55.8,29.4,9.1,Leninsky,No,2,panel,separate,Two balconies,2003.0
5.0,25.0,2.7,38000.0,31.3,18.13,6.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
9.0,16.0,2.7,33000.0,31.41,15.0,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
15.0,25.0,2.7,38000.0,31.2,18.13,6.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
3.0,5.0,2.5,21000.0,44.5,30.5,5.6,Partizansky,Yes,2,panel,combined,Loggia,1964.0
10.0,11.0,2.73,175000.0,125.7,70.9,19.7,Tsentralny,No,4,frame-block,2,Loggia,2015.0
3.0,5.0,2.51,48000.0,30.86,16.63,6.33,Moskovsky,Yes,1,brick,combined,Balcony,1968.0
10.0,25.0,2.7,35000.0,31.1,23.73,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
10.0,25.0,2.7,35000.0,31.1,23.73,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
10.0,25.0,2.7,35000.0,31.1,23.73,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
20.0,25.0,2.7,37000.0,32.65,25.46,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
3.0,25.0,2.7,39000.0,34.07,22.82,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
20.0,25.0,2.7,37000.0,32.65,25.46,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
1.0,9.0,2.59,45000.0,38.2,18.5,7.1,Leninsky,No,1,panel,separate,Balcony,1980.0
3.0,25.0,2.7,39000.0,34.07,22.82,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
15.0,16.0,2.7,41000.0,32.85,25.29,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,9.0,2.5,73000.0,55.1,30.11,9.68,Moskovsky,Yes,2,frame-block,separate,Two balconies,2021.0
15.0,16.0,2.7,41000.0,32.85,25.29,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
3.0,25.0,2.7,39000.0,34.07,22.82,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
15.0,16.0,2.7,41000.0,32.85,25.29,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
1.0,9.0,2.5,66000.0,51.15,27.9,9.0,Moskovsky,Yes,2,frame-block,separate,Loggia,2021.0
15.0,16.0,2.7,41000.0,32.85,25.29,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
3.0,25.0,2.7,39000.0,34.07,22.82,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
15.0,16.0,2.7,41000.0,32.85,25.29,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
1.0,9.0,2.5,68000.0,52.69,31.12,9.96,Moskovsky,Yes,2,frame-block,separate,Loggia,2021.0
3.0,25.0,2.7,39000.0,34.07,22.82,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
1.0,9.0,2.5,68000.0,51.87,30.88,9.68,Moskovsky,Yes,2,frame-block,separate,Loggia,2021.0
1.0,9.0,2.5,72000.0,54.56,30.11,9.68,Moskovsky,Yes,2,frame-block,separate,Two balconies,2021.0
5.0,9.0,2.7,63000.0,48.77,28.38,7.15,Sovetsky,No,2,panel,separate,Loggia,1978.0
3.0,25.0,2.7,39000.0,34.07,22.82,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
5.0,16.0,2.7,33000.0,27.62,18.64,8.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
5.0,6.0,3.2,99000.0,64.3,37.9,7.2,Oktyabrsky,Yes,2,brick,separate,Without,1951.0
2.0,12.0,2.52,43000.0,38.8,17.3,9.2,Zavodskoy,No,1,brick,separate,Loggia,1991.0
2.0,25.0,2.7,39000.0,34.07,22.82,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
1.0,5.0,2.5,75000.0,60.0,43.3,5.9,Frunzensky,Yes,4,panel,separate,Without,1967.0
13.0,18.0,2.7,73000.0,75.8,35.89,18.78,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
1.0,5.0,2.7,52000.0,43.4,28.6,5.9,Pervomaisky,Yes,2,panel,combined,Without,1962.0
2.0,25.0,2.7,84000.0,75.8,43.62,10.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
1.0,9.0,2.5,84000.0,73.85,40.0,12.64,Moskovsky,Yes,3,frame-block,separate,Loggia,2021.0
7.0,25.0,2.7,35000.0,29.1,15.0,10.0,Oktyabrsky,Yes,1,frame-block,separate,Two balconies,2021.0
3.0,25.0,2.7,109000.0,93.4,67.0,7.0,Oktyabrsky,Yes,5,frame-block,2,Two balconies,2021.0
5.0,5.0,2.7,62000.0,58.5,42.0,6.2,Frunzensky,Yes,4,panel,separate,Balcony,1969.0
18.0,25.0,2.7,72000.0,63.1,45.0,7.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
8.0,25.0,2.7,72000.0,63.3,45.0,7.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
3.0,25.0,2.7,73000.0,63.6,45.0,7.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
14.0,25.0,2.7,45000.0,36.52,20.0,16.0,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
23.0,25.0,2.7,36000.0,29.6,14.0,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
7.0,9.0,2.49,54000.0,40.3,17.9,9.0,Frunzensky,No,1,panel,separate,Balcony,2011.0
4.0,5.0,2.5,53000.0,43.0,29.9,5.8,Sovetsky,Yes,2,brick,combined,Balcony,1965.0
14.0,25.0,2.7,36000.0,29.8,14.0,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,5.0,3.0,120000.0,59.2,37.7,7.0,Moskovsky,Yes,2,brick,combined,Without,1958.0
15.0,17.0,2.7,119000.0,81.1,42.5,16.5,Sovetsky,Yes,2,frame-block,2,Loggia,2010.0
3.0,25.0,2.7,36000.0,29.8,14.0,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
5.0,5.0,2.53,119000.0,83.0,41.5,17.0,Partizansky,No,3,brick,separate,Loggia,1995.0
2.0,25.0,2.7,37000.0,31.2,15.0,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
4.0,5.0,2.7,109000.0,45.5,21.1,11.0,Sovetsky,No,2,frame-block,combined,Loggia,2019.0
6.0,8.0,2.7,69000.0,43.7,27.2,6.6,Sovetsky,Yes,1,brick,combined,Balcony,1960.0
2.0,5.0,2.53,44000.0,30.0,17.7,6.0,Sovetsky,Yes,1,brick,combined,Without,1961.0
7.0,25.0,2.7,45000.0,36.52,25.52,8.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
3.0,16.0,2.7,60000.0,53.63,33.57,8.64,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
9.0,9.0,2.56,45000.0,34.97,16.98,7.14,Oktyabrsky,No,1,panel,separate,Loggia,1976.0
1.0,9.0,2.47,43000.0,34.41,17.78,9.26,Zavodskoy,No,1,panel,separate,Without,1987.0
7.0,9.0,2.55,75000.0,68.7,43.4,8.8,Frunzensky,No,3,panel,combined,Loggia,2001.0
1.0,9.0,2.7,74000.0,79.6,55.4,7.1,Zavodskoy,No,4,panel,separate,Two balconies,1993.0
2.0,16.0,2.7,37000.0,31.08,15.72,7.0,Oktyabrsky,Yes,1,frame-block,combined,Two balconies,2021.0
2.0,16.0,2.7,40000.0,33.37,17.14,5.0,Oktyabrsky,Yes,1,frame-block,2,Two balconies,2021.0
1.0,9.0,2.5,83000.0,73.0,38.0,12.0,Moskovsky,Yes,3,frame-block,separate,Loggia,2021.0
2.0,16.0,2.7,68000.0,63.45,34.4,7.75,Oktyabrsky,Yes,3,frame-block,separate,Two balconies,2021.0
1.0,9.0,2.54,82000.0,84.84,65.01,7.12,Leninsky,No,4,panel,separate,Balcony,1975.0
2.0,16.0,2.7,49000.0,42.73,25.15,4.98,Oktyabrsky,Yes,2,frame-block,combined,Two balconies,2021.0
3.0,16.0,2.5,93000.0,73.1,35.3,11.4,Frunzensky,No,2,frame-block,separate,Loggia,2007.0
2.0,16.0,2.7,63000.0,55.93,33.57,8.64,Oktyabrsky,Yes,3,frame-block,combined,Two balconies,2021.0
20.0,25.0,2.7,37000.0,29.53,18.0,9.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
8.0,9.0,2.51,100000.0,77.1,42.2,12.0,Frunzensky,No,3,panel,2,Balcony,2009.0
5.0,27.0,2.7,73000.0,60.1,19.0,23.0,Sovetsky,No,2,frame-block,combined,Two balconies,2020.0
4.0,5.0,2.54,43000.0,34.6,17.3,8.8,Partizansky,No,1,panel,separate,Balcony,1989.0
1.0,9.0,2.5,78000.0,63.6,31.0,10.0,Moskovsky,Yes,2,frame-block,separate,Loggia,2021.0
1.0,9.0,2.53,24000.0,51.7,31.1,7.2,Oktyabrsky,Yes,2,panel,separate,Loggia,1977.0
2.0,9.0,2.55,99000.0,81.7,55.4,7.2,Tsentralny,No,4,panel,combined,Loggia,1989.0
4.0,25.0,2.7,68000.0,70.7,33.86,6.25,Oktyabrsky,Yes,3,frame-block,2,Loggia,2021.0
1.0,9.0,2.51,70000.0,73.09,48.94,7.22,Zavodskoy,No,4,panel,separate,Two balconies,1979.0
2.0,19.0,2.7,199000.0,165.9,99.7,15.0,Pervomaisky,Yes,4,monolithic,2,Loggia,2016.0
16.0,25.0,2.7,37000.0,29.53,16.0,10.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,12.0,2.7,150000.0,96.1,50.0,16.0,Moskovsky,No,3,brick,2,Loggia,2007.0
4.0,7.0,2.7,145000.0,56.0,33.0,8.2,Leninsky,Yes,2,brick,combined,Balcony,1959.0
2.0,9.0,2.57,80000.0,58.62,41.82,7.85,Moskovsky,Yes,3,brick,separate,Balcony,1969.0
15.0,25.0,2.7,71000.0,51.9,45.4,8.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
2.0,25.0,2.7,66000.0,71.8,33.86,6.25,Oktyabrsky,Yes,3,frame-block,2,Loggia,2021.0
7.0,9.0,2.7,129000.0,99.7,65.4,10.4,Leninsky,No,4,panel,combined,Loggia,2004.0
5.0,25.0,2.7,71000.0,51.6,45.4,8.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
13.0,14.0,2.7,54000.0,49.8,22.3,11.1,Partizansky,No,1,frame-block,combined,Loggia,2013.0
2.0,9.0,2.5,76000.0,63.6,31.0,10.0,Moskovsky,Yes,2,frame-block,separate,Loggia,2021.0
4.0,5.0,2.7,239000.0,60.7,40.6,6.8,Tsentralny,Yes,3,brick,separate,Balcony,1957.0
2.0,3.0,2.96,110000.0,111.7,71.1,8.2,Partizansky,Yes,4,brick,separate,Two balconies,1938.0
10.0,15.0,2.74,74000.0,37.4,30.0,7.0,Pervomaisky,Yes,1,frame-block,combined,Loggia,2020.0
6.0,25.0,2.7,70000.0,51.3,45.4,8.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
12.0,24.0,3.0,72000.0,62.9,35.0,10.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
16.0,25.0,2.7,71000.0,51.5,45.4,8.0,Oktyabrsky,Yes,3,panel,combined,Loggia,2021.0
22.0,25.0,2.7,71000.0,51.4,45.4,8.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
2.0,7.0,2.7,270000.0,134.2,82.0,13.3,Tsentralny,Yes,4,brick,2,Balcony,2000.0
8.0,9.0,2.7,78000.0,65.2,43.41,7.1,Oktyabrsky,No,3,panel,separate,Loggia,1979.0
14.0,25.0,2.7,77000.0,48.02,35.0,7.0,Pervomaisky,Yes,2,frame-block,combined,Loggia,2020.0
10.0,12.0,2.6,65000.0,51.0,29.2,8.8,Moskovsky,Yes,2,panel,separate,Loggia,1996.0
23.0,25.0,2.7,71000.0,51.8,45.4,8.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
2.0,9.0,2.42,46000.0,31.51,16.15,6.85,Zavodskoy,No,1,brick,separate,Balcony,1973.0
