floor,number_of_storeys,ceiling_height,target_price,total_area,living_area,kitchen_area,district,near_the_subway,number_of_rooms,house_type,bathroom,balcony,year_built
2.0,25.0,2.7,47000.0,39.8,30.26,9.0,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
8.0,25.0,2.7,36000.0,29.7,22.45,7.0,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
1.0,5.0,2.51,48000.0,48.3,31.7,7.6,Zavodskoy,No,2,block-rooms,separate,Loggia,1975.0
1.0,6.0,2.7,169000.0,66.9,23.5,13.7,Partizansky,No,2,monolithic,separate,Loggia,2013.0
6.0,9.0,2.7,95000.0,67.4,38.4,8.4,Leninsky,Yes,3,brick,combined,Loggia,1988.0
14.0,25.0,2.7,38000.0,32.0,25.55,6.0,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
6.0,9.0,2.65,63000.0,49.2,22.5,10.5,Frunzensky,No,1,panel,separate,Loggia,2010.0
9.0,18.0,2.7,77000.0,48.0,39.0,8.0,Frunzensky,Yes,2,monolithic,combined,Balcony,2009.0
22.0,25.0,2.7,35000.0,29.2,22.19,6.0,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
3.0,5.0,2.53,61000.0,43.85,30.26,5.61,Partizansky,Yes,2,panel,combined,Balcony,1965.0
8.0,18.0,2.68,230000.0,128.1,82.2,12.1,Tsentralny,No,3,silicate,2,Loggia,2004.0
11.0,25.0,2.7,235000.0,105.9,58.7,23.0,Tsentralny,No,3,frame-block,separate,Loggia,2017.0
4.0,25.0,2.7,49000.0,39.7,21.0,4.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
2.0,9.0,2.7,58000.0,48.65,31.93,7.43,Partizansky,No,2,panel,separate,Balcony,1979.0
12.0,16.0,2.72,68000.0,38.1,15.0,14.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2020.0
12.0,16.0,2.7,59000.0,53.6,24.1,11.0,Zavodskoy,Yes,1,panel,separate,Loggia,2021.0
10.0,10.0,2.7,588000.0,144.0,85.0,49.0,Tsentralny,Yes,3,monolithic,2,Loggia,2014.0
11.0,12.0,2.5,114000.0,88.4,52.7,9.4,Frunzensky,No,4,brick,separate,Balcony,1997.0
2.0,4.0,2.9,59000.0,49.8,29.62,6.4,Partizansky,Yes,2,brick,separate,Without,1959.0
2.0,17.0,2.72,119000.0,115.5,66.6,15.8,Leninsky,No,3,frame-block,2,Two balconies,2011.0
15.0,25.0,2.7,38000.0,33.19,20.0,13.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
11.0,12.0,2.7,70000.0,43.0,17.3,13.3,Moskovsky,No,1,frame-block,combined,Loggia,2012.0
2.0,25.0,2.7,50000.0,40.1,21.0,4.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
1.0,5.0,2.5,43000.0,46.04,33.0,6.0,Oktyabrsky,Yes,2,panel,combined,Without,1964.0
8.0,9.0,2.7,79000.0,61.2,40.5,9.0,Pervomaisky,No,3,panel,separate,Two balconies,1991.0
8.0,25.0,2.7,37000.0,30.0,25.0,5.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
22.0,25.0,2.7,49000.0,44.9,26.0,5.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
18.0,20.0,2.83,219000.0,104.8,42.0,33.1,Oktyabrsky,Yes,3,frame-block,2,Loggia,2014.0
10.0,25.0,2.7,36000.0,29.4,26.0,3.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,5.0,2.55,46000.0,38.3,23.3,5.9,Leninsky,No,2,panel,separate,Loggia,1972.0
8.0,8.0,2.73,142000.0,79.0,70.0,14.0,Tsentralny,No,3,panel,separate,Loggia,2021.0
2.0,5.0,2.5,58000.0,45.4,32.7,6.1,Frunzensky,Yes,2,panel,combined,Balcony,1965.0
4.0,25.0,2.7,34000.0,30.0,16.0,3.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,25.0,2.7,36000.0,29.1,25.0,4.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
7.0,17.0,2.55,57000.0,45.0,18.1,9.6,Frunzensky,No,1,panel,separate,Loggia,2003.0
6.0,16.0,2.7,62000.0,55.31,34.0,6.22,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
14.0,25.0,2.7,63000.0,56.0,39.78,7.0,Oktyabrsky,Yes,3,frame-block,combined,Two balconies,2021.0
16.0,16.0,2.7,70000.0,64.54,55.45,9.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
7.0,17.0,2.7,63000.0,43.3,30.8,10.0,Moskovsky,Yes,2,frame-block,combined,Loggia,2021.0
2.0,25.0,2.75,137000.0,107.3,59.5,15.6,Tsentralny,No,3,panel,separate,Without,2017.0
9.0,15.0,2.7,21000.0,57.8,13.2,9.5,Leninsky,No,2,panel,separate,Loggia,2006.0
5.0,5.0,2.53,45000.0,32.1,17.6,5.8,Zavodskoy,Yes,1,brick,combined,Balcony,1961.0
6.0,16.0,2.7,62000.0,55.31,34.0,6.22,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
3.0,5.0,2.61,94000.0,60.9,42.0,5.8,Moskovsky,Yes,3,brick,combined,Balcony,1970.0
4.0,5.0,2.53,58000.0,49.8,34.5,6.0,Leninsky,No,2,panel,separate,Balcony,1973.0
8.0,9.0,2.54,81000.0,83.1,53.2,7.1,Pervomaisky,Yes,4,panel,separate,Loggia,1989.0
20.0,25.0,2.7,49000.0,44.65,35.0,8.0,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
9.0,9.0,2.7,159000.0,88.6,70.0,18.0,Tsentralny,No,3,panel,separate,Loggia,2021.0
16.0,16.0,2.7,48000.0,42.44,34.88,7.0,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
8.0,25.0,2.7,34000.0,30.0,16.0,3.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
5.0,25.0,2.7,63000.0,57.18,55.0,15.29,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
2.0,25.0,2.8,55000.0,44.7,33.98,6.4,Oktyabrsky,Yes,2,monolithic,combined,Loggia,2021.0
5.0,5.0,2.7,139000.0,70.2,45.0,10.3,Partizansky,Yes,3,brick,separate,Without,1955.0
6.0,9.0,2.5,82000.0,72.6,39.4,9.1,Frunzensky,Yes,3,block-rooms,separate,Two balconies,1998.0
15.0,16.0,2.7,40000.0,33.69,27.51,6.0,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
5.0,5.0,2.7,50000.0,43.4,31.8,5.7,Tsentralny,No,2,panel,combined,Balcony,1961.0
17.0,25.0,2.7,36000.0,29.84,15.34,7.95,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,25.0,2.8,50000.0,41.8,30.97,6.25,Oktyabrsky,Yes,2,monolithic,combined,Loggia,2021.0
18.0,19.0,2.7,54000.0,30.0,15.0,9.0,Oktyabrsky,Yes,1,monolithic,combined,Loggia,2021.0
7.0,16.0,2.7,37000.0,30.0,23.74,6.0,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
4.0,25.0,2.7,36000.0,30.05,15.0,5.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
9.0,9.0,2.55,89000.0,79.8,50.7,10.2,Frunzensky,Yes,3,panel,separate,Loggia,2013.0
2.0,25.0,2.8,55000.0,46.6,35.98,6.34,Oktyabrsky,Yes,2,monolithic,combined,Loggia,2021.0
24.0,25.0,2.7,36000.0,29.4,15.57,7.95,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
10.0,25.0,2.7,35000.0,29.61,14.0,5.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
14.0,16.0,2.7,36000.0,29.63,23.64,5.0,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
2.0,16.0,2.7,41000.0,33.8,28.0,5.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
8.0,9.0,2.7,105000.0,71.2,42.7,9.4,Sovetsky,No,3,brick,separate,Loggia,1981.0
1.0,9.0,2.7,57000.0,46.6,28.0,7.0,Frunzensky,Yes,2,panel,separate,Loggia,1991.0
16.0,25.0,2.7,78000.0,72.42,50.0,8.0,Oktyabrsky,Yes,4,frame-block,separate,Loggia,2021.0
12.0,25.0,2.7,63000.0,57.18,36.0,9.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
16.0,25.0,2.8,52000.0,43.8,32.86,6.25,Oktyabrsky,Yes,2,monolithic,combined,Loggia,2021.0
12.0,25.0,2.7,58000.0,56.01,39.56,10.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
20.0,25.0,2.7,63000.0,56.8,35.0,10.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
2.0,10.0,2.7,35000.0,30.65,16.0,3.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
13.0,18.0,2.7,43000.0,33.4,28.2,10.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2020.0
14.0,25.0,2.8,50000.0,44.3,32.94,6.21,Oktyabrsky,Yes,2,monolithic,combined,Loggia,2021.0
1.0,19.0,2.63,57000.0,43.0,18.0,9.4,Partizansky,No,1,panel,separate,Loggia,2003.0
9.0,9.0,2.7,55000.0,39.5,22.4,7.1,Leninsky,No,2,panel,separate,Loggia,1972.0
21.0,25.0,2.7,37000.0,31.7,17.06,8.72,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
6.0,6.0,2.7,800000.0,161.9,142.4,19.7,Partizansky,Yes,4,frame-block,2,Loggia,2015.0
7.0,10.0,2.74,144000.0,83.0,47.3,14.0,Frunzensky,Yes,3,frame-block,combined,Loggia,2011.0
18.0,25.0,2.7,35000.0,29.6,24.0,5.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
12.0,25.0,2.7,58000.0,56.01,39.56,10.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
9.0,9.0,2.52,117000.0,65.5,43.4,7.2,Pervomaisky,Yes,3,panel,combined,Loggia,1988.0
21.0,24.0,2.7,60000.0,52.0,40.0,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
5.0,10.0,2.7,99000.0,72.1,44.7,11.3,Oktyabrsky,No,3,panel,separate,Loggia,2015.0
9.0,10.0,2.64,86000.0,44.5,36.8,10.0,Sovetsky,No,1,panel,combined,Loggia,2016.0
1.0,5.0,2.51,225000.0,45.7,32.0,6.6,Tsentralny,Yes,2,brick,combined,Without,1962.0
2.0,25.0,2.7,34000.0,29.3,17.0,6.0,Oktyabrsky,Yes,1,monolithic,combined,Loggia,2021.0
11.0,19.0,2.7,89000.0,78.1,44.11,13.36,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2020.0
18.0,25.0,2.7,35000.0,29.6,24.0,5.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,25.0,2.7,116000.0,112.9,65.0,10.0,Oktyabrsky,Yes,4,monolithic,separate,Two balconies,2021.0
18.0,25.0,2.8,44000.0,38.4,27.43,5.89,Oktyabrsky,Yes,2,monolithic,combined,Loggia,2021.0
9.0,12.0,2.7,330000.0,185.9,113.1,41.5,Tsentralny,Yes,5,brick,2,Two balconies,1997.0
2.0,18.0,2.7,36000.0,29.7,12.0,5.76,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
1.0,9.0,2.52,51000.0,33.2,17.1,7.0,Pervomaisky,Yes,1,panel,separate,Loggia,1995.0
2.0,25.0,2.7,62000.0,57.18,40.0,10.0,Oktyabrsky,Yes,3,monolithic,combined,Loggia,2021.0
18.0,25.0,2.7,35000.0,29.3,26.0,3.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,3.0,3.9,108000.0,64.2,36.63,8.93,Tsentralny,Yes,2,brick,separate,Without,1940.0
13.0,16.0,2.7,64000.0,55.88,38.0,10.0,Oktyabrsky,Yes,3,monolithic,combined,Loggia,2021.0
18.0,25.0,2.7,37000.0,31.9,27.0,4.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,25.0,2.7,34000.0,29.3,25.0,4.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
18.0,19.0,2.65,80000.0,78.3,45.0,9.3,Zavodskoy,No,3,panel,separate,Balcony,2010.0
18.0,19.0,2.7,83000.0,68.6,44.0,8.1,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2020.0
13.0,16.0,2.7,65000.0,57.12,40.0,10.0,Oktyabrsky,Yes,3,monolithic,combined,Loggia,2021.0
8.0,9.0,2.7,44000.0,32.54,16.93,7.0,Frunzensky,Yes,1,panel,separate,Loggia,1980.0
23.0,24.0,2.7,162000.0,54.0,46.0,12.0,Pervomaisky,No,2,frame-block,combined,Loggia,2020.0
9.0,9.0,2.53,43000.0,35.0,17.0,7.0,Zavodskoy,No,1,panel,separate,Loggia,1991.0
4.0,5.0,2.7,63000.0,60.2,44.9,5.9,Sovetsky,Yes,3,block-rooms,combined,Balcony,1963.0
3.0,5.0,2.7,63000.0,49.3,34.0,6.2,Pervomaisky,No,3,panel,separate,Balcony,1968.0
4.0,9.0,2.5,62000.0,48.7,27.4,7.15,Leninsky,No,2,panel,separate,Loggia,1974.0
3.0,9.0,2.5,18000.0,50.2,13.8,7.1,Partizansky,No,2,panel,separate,Without,1975.0
1.0,1.0,2.5,73000.0,69.2,36.5,14.1,Sovetsky,No,3,frame-block,separate,Without,1949.0
2.0,5.0,3.0,109000.0,89.3,51.6,7.9,Moskovsky,Yes,3,brick,separate,Without,1959.0
8.0,9.0,2.56,77000.0,64.5,40.5,8.2,Moskovsky,Yes,3,panel,separate,Loggia,1984.0
9.0,12.0,2.52,45000.0,36.4,18.0,6.8,Oktyabrsky,No,1,brick,separate,Loggia,1990.0
8.0,18.0,2.45,94000.0,77.8,45.7,8.4,Pervomaisky,Yes,3,monolithic,separate,Two balconies,1975.0
2.0,9.0,2.52,63000.0,49.8,30.7,7.5,Frunzensky,Yes,2,panel,combined,Loggia,1974.0
2.0,7.0,2.7,57000.0,44.9,17.1,8.6,Frunzensky,Yes,1,panel,combined,Loggia,2003.0
2.0,16.0,2.73,85000.0,70.6,53.3,9.0,Sovetsky,No,2,frame-block,combined,Loggia,2013.0
8.0,18.0,2.45,94000.0,77.8,45.7,8.4,Pervomaisky,Yes,3,monolithic,separate,Two balconies,1975.0
2.0,9.0,2.52,63000.0,49.8,30.7,7.5,Frunzensky,Yes,2,panel,combined,Loggia,1974.0
2.0,7.0,2.7,57000.0,44.9,17.1,8.6,Frunzensky,Yes,1,panel,combined,Loggia,2003.0
2.0,16.0,2.73,85000.0,70.6,53.3,9.0,Sovetsky,No,2,frame-block,combined,Loggia,2013.0
7.0,9.0,2.55,63000.0,49.0,28.5,7.2,Moskovsky,No,2,panel,separate,Loggia,1993.0
5.0,12.0,2.7,52000.0,38.2,17.2,7.4,Tsentralny,No,1,brick,separate,Balcony,1988.0
7.0,25.0,2.7,83000.0,77.03,70.18,10.5,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
7.0,9.0,2.7,67000.0,49.0,28.6,7.2,Frunzensky,No,2,panel,separate,Loggia,1993.0
9.0,9.0,2.46,79000.0,77.8,49.7,9.1,Frunzensky,Yes,3,block-rooms,separate,Loggia,1998.0
2.0,3.0,2.85,99000.0,56.6,34.2,5.8,Tsentralny,Yes,2,brick,separate,Without,1953.0
1.0,2.0,2.7,53000.0,40.9,26.3,6.2,Pervomaisky,No,2,brick,separate,Loggia,1961.0
3.0,5.0,2.58,42000.0,31.3,19.46,5.81,Pervomaisky,No,1,panel,combined,Balcony,1963.0
1.0,2.0,2.7,53000.0,40.9,26.3,6.2,Pervomaisky,No,2,brick,separate,Loggia,1961.0
3.0,5.0,2.58,42000.0,31.3,19.46,5.81,Pervomaisky,No,1,panel,combined,Balcony,1963.0
2.0,5.0,2.52,60000.0,58.8,41.7,6.1,Zavodskoy,Yes,4,panel,separate,Balcony,1966.0
6.0,8.0,2.7,129000.0,48.3,36.8,6.7,Partizansky,Yes,3,brick,combined,Without,1958.0
5.0,9.0,2.52,67000.0,58.6,38.8,7.1,Frunzensky,Yes,3,panel,separate,Loggia,1989.0
3.0,5.0,2.52,64000.0,62.3,45.8,7.4,Zavodskoy,No,3,block-rooms,separate,Two balconies,1976.0
24.0,25.0,2.7,75000.0,47.9,37.9,10.0,Pervomaisky,Yes,1,frame-block,combined,Loggia,2020.0
11.0,24.0,2.75,47000.0,42.0,30.0,8.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2020.0
5.0,10.0,2.5,61000.0,38.0,17.2,8.2,Frunzensky,No,1,panel,separate,Loggia,2015.0
7.0,9.0,2.54,64000.0,48.9,28.4,7.2,Moskovsky,No,2,panel,separate,Loggia,1992.0
14.0,16.0,2.7,63000.0,64.37,48.0,12.0,Oktyabrsky,Yes,3,monolithic,2,Loggia,2021.0
7.0,9.0,2.52,79000.0,89.0,63.0,7.2,Oktyabrsky,Yes,4,panel,separate,Two balconies,1974.0
7.0,9.0,2.7,51000.0,33.38,17.16,7.33,Sovetsky,Yes,1,panel,separate,Loggia,1982.0
1.0,20.0,2.7,83000.0,52.6,39.49,5.63,Oktyabrsky,Yes,2,frame-block,separate,Without,2020.0
23.0,23.0,2.7,46000.0,38.4,23.85,7.46,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
1.0,3.0,2.95,69000.0,53.26,28.95,8.96,Partizansky,Yes,2,brick,separate,Without,1949.0
13.0,16.0,2.7,64000.0,55.88,40.0,9.0,Oktyabrsky,Yes,3,monolithic,combined,Loggia,2021.0
13.0,16.0,2.7,65000.0,57.12,40.0,9.0,Oktyabrsky,Yes,3,monolithic,combined,Loggia,2021.0
2.0,25.0,2.7,50000.0,45.79,33.9,10.0,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
18.0,19.0,2.65,91000.0,60.4,31.1,9.2,Pervomaisky,Yes,2,panel,separate,Loggia,2015.0
19.0,25.0,2.7,38000.0,31.9,17.06,8.72,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
24.0,25.0,2.7,37000.0,32.57,25.31,6.0,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
3.0,25.0,2.7,55000.0,54.68,44.0,10.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
6.0,18.0,2.7,73000.0,64.8,59.0,10.5,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
17.0,18.0,2.7,73000.0,61.8,34.17,9.17,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
3.0,25.0,2.7,35000.0,31.12,24.76,6.0,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
9.0,9.0,2.7,63000.0,46.9,28.5,7.1,Frunzensky,Yes,2,panel,separate,Loggia,1989.0
4.0,25.0,2.7,35000.0,30.93,23.73,7.0,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
23.0,23.0,2.7,37000.0,31.1,18.81,5.21,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
5.0,5.0,3.0,120000.0,54.7,34.5,8.0,Sovetsky,Yes,2,brick,separate,Two balconies,1958.0
11.0,19.0,2.65,99000.0,78.4,45.1,9.3,Pervomaisky,No,3,panel,separate,Balcony,2015.0
6.0,9.0,2.64,65000.0,64.2,37.0,8.7,Leninsky,No,3,panel,separate,Loggia,1979.0
5.0,9.0,2.52,88000.0,78.7,50.8,9.3,Oktyabrsky,Yes,4,brick,separate,Two balconies,1993.0
2.0,9.0,2.7,66000.0,47.2,28.6,7.2,Frunzensky,No,2,panel,separate,Loggia,1996.0
2.0,25.0,2.7,38000.0,34.07,25.0,9.0,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
6.0,9.0,2.5,85000.0,48.79,27.8,6.33,Partizansky,Yes,2,brick,combined,Loggia,1972.0
3.0,16.0,2.7,70000.0,58.4,31.0,12.8,Leninsky,No,2,panel,separate,Loggia,2006.0
5.0,5.0,2.54,50000.0,44.47,30.48,5.85,Zavodskoy,Yes,2,panel,combined,Balcony,1962.0
2.0,16.0,2.7,39000.0,30.7,21.0,5.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2020.0
2.0,20.0,2.7,51000.0,41.8,24.59,5.8,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2020.0
2.0,25.0,2.7,53000.0,45.4,28.0,8.0,Oktyabrsky,Yes,2,monolithic,combined,Two balconies,2021.0
12.0,16.0,2.7,40000.0,33.0,21.0,6.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2020.0
23.0,23.0,2.7,36000.0,29.4,14.25,7.4,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
4.0,25.0,2.7,77000.0,49.4,25.0,15.0,Pervomaisky,Yes,2,frame-block,combined,Loggia,2021.0
2.0,5.0,2.7,56000.0,46.6,31.4,6.6,Zavodskoy,No,2,panel,separate,Balcony,1970.0
13.0,16.0,2.7,64000.0,54.0,48.14,15.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
13.0,16.0,2.7,64000.0,54.0,48.14,15.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
3.0,15.0,2.57,43000.0,42.6,17.9,9.4,Oktyabrsky,No,1,panel,separate,Loggia,2015.0
9.0,9.0,2.53,71000.0,72.6,46.96,7.2,Frunzensky,Yes,3,panel,combined,Loggia,1981.0
9.0,16.0,2.7,39000.0,41.54,29.8,5.46,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2020.0
7.0,25.0,2.7,32000.0,27.99,20.0,7.0,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
14.0,25.0,2.7,39000.0,33.9,16.12,10.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
9.0,12.0,2.7,118000.0,68.2,34.0,11.4,Frunzensky,Yes,2,frame-block,separate,Balcony,2014.0
2.0,25.0,2.7,62000.0,57.18,40.0,10.0,Oktyabrsky,Yes,3,monolithic,combined,Loggia,2021.0
1.0,2.0,2.75,149000.0,192.6,105.3,36.9,Tsentralny,No,4,brick,more than 2,Without,1959.0
2.0,2.0,2.95,52000.0,40.33,24.95,5.39,Zavodskoy,Yes,2,brick,separate,Balcony,1947.0
3.0,18.0,2.7,36000.0,30.0,18.0,6.0,Oktyabrsky,Yes,1,monolithic,combined,Loggia,2021.0
16.0,16.0,2.7,43000.0,37.79,25.0,8.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2020.0
5.0,16.0,2.7,39000.0,31.2,23.89,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
3.0,25.0,2.7,56000.0,54.68,22.4,14.92,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
3.0,5.0,2.88,117000.0,50.7,16.4,21.9,Pervomaisky,Yes,2,brick,separate,Balcony,1959.0
5.0,16.0,2.7,62000.0,55.31,32.8,7.42,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
8.0,9.0,2.7,55000.0,48.7,30.7,7.0,Zavodskoy,No,2,panel,separate,Loggia,1972.0
4.0,9.0,2.5,47000.0,37.0,22.0,7.0,Pervomaisky,Yes,1,brick,separate,Without,1973.0
9.0,9.0,2.53,68000.0,73.2,49.22,7.0,Zavodskoy,No,4,panel,separate,Loggia,1979.0
9.0,16.0,2.7,38000.0,31.1,23.89,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,25.0,2.7,50000.0,45.79,25.93,4.94,Oktyabrsky,Yes,2,frame-block,combined,Two balconies,2021.0
4.0,8.0,2.54,130000.0,71.2,26.3,11.2,Tsentralny,No,2,brick,2,Loggia,2007.0
1.0,9.0,2.5,53000.0,43.8,20.1,7.0,Sovetsky,No,1,brick,separate,Loggia,1999.0
14.0,25.0,2.7,39000.0,33.9,16.12,10.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
3.0,9.0,2.54,74000.0,63.5,43.4,7.2,Frunzensky,Yes,3,panel,separate,Loggia,1988.0
7.0,16.0,2.7,39000.0,31.3,23.89,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
5.0,5.0,2.7,46000.0,37.3,20.7,7.8,Sovetsky,No,1,brick,separate,Balcony,1993.0
18.0,25.0,2.7,38000.0,32.1,17.06,8.72,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
4.0,5.0,2.54,50000.0,46.0,30.6,5.8,Frunzensky,Yes,2,panel,combined,Balcony,1963.0
3.0,5.0,2.5,63000.0,58.8,42.3,6.0,Leninsky,No,4,panel,separate,Balcony,1970.0
3.0,3.0,3.3,111000.0,55.9,39.1,6.4,Tsentralny,Yes,2,brick,combined,Without,1917.0
2.0,19.0,2.64,69000.0,45.3,18.0,9.5,Pervomaisky,No,1,panel,separate,Loggia,2014.0
20.0,25.0,2.7,38000.0,31.3,14.0,5.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,25.0,2.7,47000.0,39.8,25.66,6.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
13.0,16.0,2.7,37000.0,30.9,23.89,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
6.0,8.0,2.74,140000.0,85.4,53.3,14.0,Zavodskoy,Yes,3,brick,combined,Loggia,2000.0
4.0,4.0,2.7,250000.0,113.86,88.68,33.71,Tsentralny,No,4,monolithic,2,Two balconies,2021.0
1.0,5.0,2.7,42000.0,35.4,18.1,7.8,Frunzensky,Yes,1,block-rooms,separate,Without,1970.0
12.0,25.0,2.7,60000.0,59.06,41.43,10.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
3.0,9.0,2.54,106000.0,76.4,45.9,8.8,Tsentralny,No,3,panel,separate,Two balconies,2007.0
3.0,13.0,2.7,92000.0,50.0,19.0,16.0,Moskovsky,Yes,2,frame-block,separate,Loggia,2013.0
6.0,18.0,2.7,36000.0,29.9,12.0,5.76,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
14.0,25.0,2.7,72000.0,43.6,17.4,11.6,Moskovsky,Yes,1,frame-block,separate,Loggia,2010.0
9.0,12.0,2.52,62000.0,50.9,29.2,8.8,Leninsky,No,2,panel,separate,Loggia,1990.0
9.0,9.0,2.53,86000.0,76.0,46.1,6.9,Moskovsky,No,3,panel,separate,Two balconies,1992.0
7.0,9.0,2.54,68000.0,63.6,43.67,7.18,Frunzensky,Yes,3,panel,separate,Loggia,1982.0
5.0,16.0,2.7,74000.0,60.1,34.76,7.89,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2020.0
2.0,4.0,2.7,53000.0,43.1,26.7,5.9,Pervomaisky,Yes,2,silicate,combined,Balcony,1960.0
2.0,18.0,2.7,56000.0,44.7,25.83,8.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2020.0
16.0,18.0,2.7,77000.0,62.0,25.83,14.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2020.0
3.0,4.0,2.7,210000.0,100.22,74.91,35.04,Tsentralny,No,4,monolithic,2,Loggia,2021.0
3.0,10.0,2.65,59000.0,40.6,17.2,9.3,Zavodskoy,Yes,1,panel,separate,Balcony,2016.0
19.0,19.0,2.7,77000.0,62.2,25.83,14.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2020.0
4.0,5.0,2.97,198000.0,77.8,54.2,9.4,Leninsky,Yes,3,brick,separate,Balcony,1960.0
